Brand|Name|Accords|Notes|Gender|Longevity|Sillage|Rating|Season ratings|Day ratings|Designers|Description|Image URL
Kilian|Pearl Oud|['oud', 'rose', 'leather', 'warm spicy', 'fresh spicy', 'woody', 'iris', 'smoky', 'metallic', 'floral']|{'Top Notes': ['Saffron', 'Black Pepper'], 'Middle Notes': ['Turkish Rose', 'Rose', 'Iris', 'Ylang-Ylang'], 'Base Notes': ['Agarwood (Oud)Castoreum']}|for women and men|3.97|2.91|{'rating': 4.19, 'votes': 297}|Winter: 100%, Spring: 43.7956%, Summer: 21.1679%, Fall: 89.0511%|Day: 46.7153%, Night: 97.8102%|['Christian Provenzano']|Pearl Oud by By Kilian is a Oriental Woody fragrance for women and men. Pearl Oud was launched in 2015. The nose behind this fragrance is Christian Provenzano. Top notes are Saffron and Black Pepper; middle notes are Turkish Rose, Rose, Iris and Ylang-Ylang; base notes are Agarwood (Oud) and Castoreum. |https://www.metropoliten.rs/v2/wp-content/uploads/2020/05/By-Kilian-Pearl-Oud-50ml-300x300.jpg
Parfums de Marly|Pegasus EdP|['almond', 'vanilla', 'powdery', 'nutty', 'sweet', 'lavender', 'fruity', 'woody', 'floral', 'fresh spicy']|{'Top Notes': ['Heliotrope', 'Cumin', 'Bergamot'], 'Middle Notes': ['Bitter Almond', 'Lavender', 'Jasmine'], 'Base Notes': ['Vanilla', 'Sandalwood', 'Amber']}|for women and men|3.87|2.65|{'rating': 4.11, 'votes': 5084}|Winter: 98.1351%, Spring: 78.4501%, Summer: 26.2329%, Fall: 100%|Day: 85.9097%, Night: 89.3908%|['Hamid Merati-Kashani']|"Pegasus by Parfums de Marly is a Oriental Fougere fragrance for men. Pegasus was launched in 2011. The nose behind this fragrance is Hamid Merati-Kashani. Top notes are Heliotrope, Cumin and Bergamot; middle notes are Bitter Almond, Lavender and Jasmine; base notes are Vanilla, Sandalwood and Amber. Pegasus is the sixth perfume from the house Parfums de Marly. It is classified as an oriental - fougere composition. Top notes: bergamot, heliotrope and cumin. Heart: jasmine, bitter almond and lavender. Base: amber, vanilla and sandalwood. It is available as 125 ml EDT."|https://www.metropoliten.rs/v2/wp-content/uploads/2023/05/23519-300x300.jpg
Penhaligon's|Penhaligon’s Alula EdP|['warm spicy', 'fruity', 'sweet', 'fresh spicy', 'vanilla', 'tobacco', 'amber', 'aromatic']|{'Top Notes': ['Frankincense', 'Black Pepper', 'Guatemalan Cardamom'], 'Middle Notes': ['Plum', 'Tobacco', 'Saffron'], 'Base Notes': ['Vanilla', 'Turmeric']}|for women and men|3.24|2.15|{'rating': 4.1, 'votes': 236}|Winter: 99.0654%, Spring: 38.3178%, Summer: 17.757%, Fall: 100%|Day: 54.2056%, Night: 81.3084%|['None']|AIUla by Penhaligon's is a fragrance for women and men. This is a new fragrance. AIUla was launched in 2024. Top notes are Frankincense, Black Pepper and Guatemalan Cardamom; middle notes are Plum, Tobacco and Saffron; base notes are Vanilla and Turmeric. |https://www.metropoliten.rs/v2/wp-content/uploads/2024/05/24818_1-300x300.jpg
Parfums de Marly|Percival EdP|['amber', 'woody', 'aromatic', 'citrus', 'fresh spicy', 'musky', 'lavender', 'floral', 'fresh', 'powdery']|{'Top Notes': ['Lavender', 'Mandarin Orange', 'Bergamot', 'Geranium'], 'Middle Notes': ['Hedione', 'Violet', 'Jasmine', 'Coriander', 'Cinnamon'], 'Base Notes': ['Ambroxan', 'Amberwood', 'Musk', 'Balsam Fir', 'Clearwood']}|for women and men|3.60|2.36|{'rating': 4.23, 'votes': 3859}|Winter: 30.2555%, Spring: 98.9243%, Summer: 100%, Fall: 71.4926%|Day: 95.2039%, Night: 52.9359%|['Hamid Merati-Kashani']|Percival by Parfums de Marly is a Citrus Aromatic fragrance for women and men. Percival was launched in 2018. The nose behind this fragrance is Hamid Merati-Kashani. Top notes are Lavender, Mandarin Orange, Bergamot and Geranium; middle notes are Hedione, Violet, Jasmine, Coriander and Cinnamon; base notes are Ambroxan, Amberwood, Musk, Balsam Fir and Clearwood. Percival brings a citrusy and aromatic composition, set on a woody base, with a trail that is both fresh and powerful. Percival will be available from October 2018 in 75 ml and 125 ml.|https://www.metropoliten.rs/v2/wp-content/uploads/2023/05/23522-300x300.jpg
Maison Francis Kurkdjian|Petit Matin Eau de Parfum|['citrus', 'musky', 'white floral', 'aromatic', 'lavender', 'sweet', 'amber', 'floral', 'powdery', 'animalic']|{'Top Notes': [], 'Middle Notes': [], 'Base Notes': []}|for women and men|3.13|2.14|{'rating': 4.06, 'votes': 1766}|Winter: 9.64333%, Spring: 91.4135%, Summer: 100%, Fall: 22.5892%|Day: 93.395%, Night: 11.2285%|['Francis Kurkdjian']|Petit Matin by Maison Francis Kurkdjian is a Aromatic Green fragrance for women and men. Petit Matin was launched in 2016. The nose behind this fragrance is Francis Kurkdjian. |https://www.metropoliten.rs/v2/wp-content/uploads/2018/12/03378-300x300.jpg
Diptyque|Philosykos EdP|['green', 'woody', 'sweet', 'fresh', 'fruity', 'lactonic', 'coconut']|{'Top Notes': ['Fig Leaf', 'Fig'], 'Middle Notes': ['Green Notes', 'Coconut'], 'Base Notes': ['Fig Tree', 'Woody Notes', 'Cedar']}|for women and men|2.72|1.91|{'rating': 4.17, 'votes': 8851}|Winter: 14.6706%, Spring: 91.4314%, Summer: 96.8841%, Fall: 35.1509%|Day: 100%, Night: 19.7014%|['Olivia Giacobetti']|Philosykos Eau de Parfum by Diptyque is a Woody Aromatic fragrance for women and men. Philosykos Eau de Parfum was launched in 1996. The nose behind this fragrance is Olivia Giacobetti. Top notes are Fig Leaf and Fig; middle notes are Green Notes and Coconut; base notes are Fig Tree, Woody Notes and Cedar. |https://www.metropoliten.rs/v2/wp-content/uploads/2015/06/philosykos_edp_75ml-300x300.jpg
Diptyque|Philosykos EdT|['green', 'woody', 'fresh', 'sweet', 'fruity', 'lactonic']|{'Top Notes': ['Fig'], 'Middle Notes': ['Fig Leaf'], 'Base Notes': ['Fig Tree']}|for women and men|2.53|1.61|{'rating': 4.27, 'votes': 1780}|Winter: 11.4914%, Spring: 98.1663%, Summer: 100%, Fall: 34.8411%|Day: 89.8533%, Night: 13.4474%|['Olivia Giacobetti']|Philosykos Eau de Toilette by Diptyque is a Aromatic Green fragrance for women and men. Philosykos Eau de Toilette was launched in 1996. The nose behind this fragrance is Olivia Giacobetti. Top note is Fig; middle note is Fig Leaf; base note is Fig Tree. |https://www.metropoliten.rs/v2/wp-content/uploads/2015/06/philosykos_100ml_face-300x300.jpg
D.S. & Durga|Pistachio EdP|['woody', 'nutty', 'warm spicy', 'patchouli', 'almond', 'green', 'vanilla', 'fruity', 'sweet', 'earthy']|{'Top Notes': ['Pistachio', 'Cardamom'], 'Middle Notes': ['Pistachio', 'Almond'], 'Base Notes': ['Pistachio', 'Patchouli', 'Vanilla']}|for women and men|2.98|1.85|{'rating': 3.46, 'votes': 654}|Winter: 78.6364%, Spring: 70.4545%, Summer: 37.7273%, Fall: 100%|Day: 87.7273%, Night: 58.1818%|['David Seth Moltz']|Pistachio by DS&Durga is a Aromatic Green fragrance for women and men. This is a new fragrance. Pistachio was launched in 2022. The nose behind this fragrance is David Seth Moltz. Top notes are Pistachio and Cardamom; middle notes are Pistachio and Almond; base notes are Pistachio, Patchouli and Vanilla. |https://www.metropoliten.rs/v2/wp-content/uploads/2023/11/24168-300x300.jpg
Kilian|Playing with the Devil (without coffret)|['fruity', 'warm spicy', 'woody', 'citrus', 'fresh spicy', 'fresh']|{'Top Notes': ['Black Currant', 'White Peach', 'Litchi', 'Blood Orange'], 'Middle Notes': ['Pimento', 'Pepper', 'Rose', 'Jasmine'], 'Base Notes': ['Vanila', 'Sandalwood', 'Patchouli', 'Cedar', 'Benzoin', 'Tonka Bean']}|for women and men|3.35|2.54|{'rating': 3.97, 'votes': 1943}|Winter: 39.2157%, Spring: 93.7255%, Summer: 74.7059%, Fall: 64.5098%|Day: 100%, Night: 53.1373%|['Calice Becker']|"Playing With The Devil by By Kilian is a Oriental Floral fragrance for women. Playing With The Devil was launched in 2013. The nose behind this fragrance is Calice Becker. Top notes are Black Currant, White Peach, Litchi and Blood Orange; middle notes are Pimento, Pepper, Rose and Jasmine; base notes are Vanila, Sandalwood, Patchouli, Cedar, Benzoin and Tonka Bean. ""White Collection"" In The Garden of Good & Evil by the house of By Kilian presents the fourth edition this year, called Playing With The Devil, inspired by forbidden fruit interpreted in modern, imaginative way. The concept of god and evil is recognized in this composition in which on the one side the creator offers sweet, fruity tamed accord sprinkled with insolence and lecherous heat of resin and hot spices. Composition of Playing with the Devil wins you over at first glance with charm of its zests of litchi, sweet and gently spiced notes of blood orange, black currant and velvety white peach. The sweet fruity start is ""shaken"" with a spicy blend of pimento and pepper to accentuate the splendor of rose and jasmine flowers in the heart of the composition. The coarser nature is provided to the floral-spicy blend by woody notes of sandalwood, cedar and patchouli that give the depth and darker shades. The composition is again tamed by warm resinous notes of benzoin and smoky tonka, further softened by velvety vanilla. Perfumer who signed the composition is Calice Becker. Playing with the Devil of the collection of In The Garden of Good and Evil is available in a white flacon with golden color details 50ml EDP and in refill flacon 50ml EDP."|https://www.metropoliten.rs/v2/wp-content/uploads/2020/03/KILIAN-Playing-with-the-devil-EDP-50ml-wtc-300x300.jpg
Vilhelm Parfumerie|Poets Of Berlin|['woody', 'vanilla', 'powdery', 'fruity', 'sweet', 'earthy', 'aromatic', 'citrus', 'iris', 'balsamic']|{'Top Notes': ['Blueberry', 'Lemon'], 'Middle Notes': ['Bamboo', 'Orris'], 'Base Notes': ['Vanilla', 'Sandalwood', 'Vetiver']}|for women and men|3.17|2.13|{'rating': 3.98, 'votes': 2508}|Winter: 61.1312%, Spring: 82.7918%, Summer: 54.633%, Fall: 100%|Day: 93.6221%, Night: 47.5331%|['Jérôme Epinette']|"Poets of Berlin by Vilhelm Parfumerie is a Oriental fragrance for women and men. Poets of Berlin was launched in 2018. The nose behind this fragrance is Jérôme Epinette. Top notes are Blueberry and Lemon; middle notes are Bamboo and Orris; base notes are Vanilla, Sandalwood and Vetiver. ""Named for David Bowie's Berlin Trilogy, Poets of Berlin is a subtly sugary confection of blueberry and lemon. But Poets of Berlin isn't just empty calories: its vetiver undercurrent makes it the perfect perfume metaphor for the serious talent underneath Bowie's glittery glam."" Top notes: blueberry, lemon. Heart: bamboo, green wild orris. Base: vanilla bean, sandalwood, vetiver. Vilhelm Parfumerie Poets of Berlin is available as a 100 ml Eau de Parfum."|https://www.metropoliten.rs/v2/wp-content/uploads/2021/08/Vilhelm-Parfumerie-Poets-Of-Berlin-EdP-100-ml-300x300.jpg
Editions de Parfums Frédéric Malle|Portrait of a Lady|['warm spicy', 'amber', 'rose', 'woody', 'patchouli', 'balsamic', 'fruity', 'smoky', 'floral', 'powdery']|{'Top Notes': ['Rose', 'Clove', 'Raspberry', 'Black Currant', 'Cinnamon', 'Red Berries'], 'Middle Notes': ['Turkish Rose', 'Patchouli', 'Incense', 'Sandalwood', 'Ylang-Ylang'], 'Base Notes': ['Incense', 'Sandalwood', 'Musk', 'Benzoin', 'Amber', 'Cedar', 'Ambergris', 'Vanilla']}|for women and men|4.11|2.94|{'rating': 4.07, 'votes': 8802}|Winter: 97.0819%, Spring: 50.4626%, Summer: 25.694%, Fall: 100%|Day: 58.5409%, Night: 97.5089%|['Dominique Ropion']|"Portrait of a Lady by Frederic Malle is a Oriental Floral fragrance for women. Portrait of a Lady was launched in 2010. The nose behind this fragrance is Dominique Ropion. Top notes are Rose, Clove, Raspberry, Black Currant, Cinnamon and Red Berries; middle notes are Turkish Rose, Patchouli, Incense, Sandalwood and Ylang-Ylang; base notes are Incense, Sandalwood, Musk, Benzoin, Amber, Cedar, Ambergris and Vanilla. Frederic Malle is a true perfume connoisseur and creator of the Editions de Parfums niche” fragrances without compromise"" collection. His line consists of 19 amazing perfumes so far, all developed by, according to the Malle, the top ten noses of the world. The collection expands in November with a new edition named Portrait of a Lady, signed by the famous perfumer Dominique Ropion. Dominique Ropion created the following collection of fragrances: Vetiver Extraordinaire, Carnal Flower, Geranium Pour Monsieur and Une Fleur de Cassie. Portrait of a Lady is named after the novel by Henry James from the 1881. The perfume deals with rose note and spices in a new, modern way that varies between the oriental and chypre theme with patchouli, natural and intense, dominating the heart of the composition. Portrait of a Lady is a modern, elegant and unusual expression of the Victorian novel, its heroine, Isabel Archer, her fate and the quest for freedom. She smells of dark roses, mystical and intense. The notes of this sensual modern classic include Turkish rose, raspberry, black currant, cinnamon, clove, patchouli, sandalwood, incense, ambroxan, benzoin and white musk. Frederic Malle Portrait of a Lady is available in high concentration of perfume from over 50% in bottles of 50 and 100 ml."|https://www.metropoliten.rs/v2/wp-content/uploads/2016/01/FM-Portrait-of-a-Lady-50ml-300x300.jpg
Editions de Parfums Frédéric Malle|PROMISE|['woody', 'earthy', 'rose', 'amber', 'fruity', 'musky', 'patchouli', 'leather', 'fresh', 'smoky']|{'Top Notes': ['Apple', 'Pink Pepper', 'Rosemary', 'Saffron', 'Cloves'], 'Middle Notes': ['Bulgarian Rose', 'Turkish Rose'], 'Base Notes': ['Cypriol Oil or Nagarmotha', 'Patchouli', 'Castoreum', 'Labdanum', 'Ambroxan']}|for women and men|4.43|3.23|{'rating': 4.18, 'votes': 2339}|Winter: 100%, Spring: 51.6385%, Summer: 25.1241%, Fall: 92.5521%|Day: 50.8441%, Night: 93.3466%|['Dominique Ropion']|Promise by Frederic Malle is a Oriental Floral fragrance for women and men. Promise was launched in 2017. The nose behind this fragrance is Dominique Ropion. Top notes are Apple, Pink Pepper, Rosemary, Saffron and Cloves; middle notes are Bulgarian Rose and Turkish Rose; base notes are Cypriol Oil or Nagarmotha, Patchouli, Castoreum, Labdanum and Ambroxan. |https://www.metropoliten.rs/v2/wp-content/uploads/2019/07/FM-Promise-50ml-300x300.jpg
Initio Parfums|Psychedelic Love EdP|['powdery', 'woody', 'floral', 'amber', 'yellow floral', 'vanilla', 'sweet', 'warm spicy', 'almond', 'balsamic']|{'Top Notes': ['Ylang-Ylang', 'Bergamot'], 'Middle Notes': ['Heliotrope', 'Hedione', 'Bulgarian Rose'], 'Base Notes': ['Myrrh', 'Sandalwood']}|for women and men|3.93|2.86|{'rating': 4.24, 'votes': 2939}|Winter: 100%, Spring: 66.4063%, Summer: 20.3993%, Fall: 92.7083%|Day: 55.7292%, Night: 92.7083%|['None']|"Psychedelic Love by Initio Parfums Prives is a Floral fragrance for women and men. Psychedelic Love was launched in 2017. Top notes are Ylang-Ylang and Bergamot; middle notes are Heliotrope, Hedione and Bulgarian Rose; base notes are Myrrh and Sandalwood. ""The signature of this narcotic bomb lies in three essential ingredients: rose, hedione and heliotropin.While hedione activates the brain regions linked to pleasure and the libido, heliotropin goes even further.Equally tender and illicit, this crystalline powder hides its intentions well. Beware of its creamy, powdery and floral facets, wavering between vanilla and almond!Used in over doses, heliotropin becomes a psychoactive substance. A forbidden shiver rushes over the skin. A substance under strict regulations.Its possession is strictly controlled by law, because heliotropin is used for the chemical synthesis of mda, a prohibited drug and substitute for ecstasy.Confronted with this diabolical indulgence, no one is safe from an olfactory obsession that can soon become a real addiction!"" - a note from the brand."|https://www.metropoliten.rs/v2/wp-content/uploads/2023/05/23491-300x300.jpg
Fueguia 1833|Pulperia EdP|['woody', 'aromatic', 'fresh spicy', 'balsamic', 'conifer', 'warm spicy']|{'Top Notes': ['Cedar'], 'Middle Notes': ['Pepper'], 'Base Notes': ['elemi']}|for women and men|3.43|2.39|{'rating': 3.78, 'votes': 64}|Winter: 52.381%, Spring: 42.8571%, Summer: 23.8095%, Fall: 100%|Day: 80.9524%, Night: 57.1429%|['Julian Bedel']|"Pulpería by Fueguia 1833 is a Woody Spicy fragrance for women and men. Pulpería was launched in 2010. The nose behind this fragrance is Julian Bedel. Top note is Cedar; middle note is Pepper; base note is elemi. Perfume Pulpería from the Argentinean house Fueguia 1833 belongs to the collection dedicated to the writer Jorge Luis Borges. “El hombre de la esquina rosada (The Man on the Pink Corner) and Funes the “memorist” share a conversation, surrounded by the purifying scent of gin.” The fragrance contains notes of cedar, pepper and elemi. The fragrances are available as 30 and 100 ml EDT, 30 and 100 ml EDP as 15 and 30 ml perfume absolute extract."|https://www.metropoliten.rs/v2/wp-content/uploads/2024/01/24402-300x300.jpg
Vilhelm Parfumerie|Purple Fig|['woody', 'fruity', 'aromatic', 'green', 'musky', 'amber', 'powdery', 'sweet', 'fresh', 'soft spicy']|{'Top Notes': ['Angelica', 'Cassis', 'Lemon'], 'Middle Notes': ['Fig', 'Galbanum', 'Cyclamen'], 'Base Notes': ['Cypress', 'Virginian Cedar']}|for women and men|2.99|2.21|{'rating': 3.57, 'votes': 548}|Winter: 18.543%, Spring: 100%, Summer: 83.4437%, Fall: 54.3046%|Day: 92.7152%, Night: 29.1391%|['Jérôme Epinette']|"Purple Fig by Vilhelm Parfumerie is a Aromatic fragrance for women and men. Purple Fig was launched in 2016. The nose behind this fragrance is Jérôme Epinette. Top notes are Angelica, Cassis and Lemon; middle notes are Fig, Galbanum and Cyclamen; base notes are Cypress and Virginian Cedar. ""Purple Fig is inspired by the fig tree and living green walls of Cité du Figuier, one of the secret side streets that punctuate Paris’ frenetic Rue Oberkampf. Providing an unwavering counterpoise to those that search for excitement in the modern landscape, these streets offer, quietly and confidently, a different entertainment—reflection over revelry."" - a note from the brand. Purple Fig by Vilhelm Parfumerie is a Aromatic fragrance for women and men. This is a new fragrance. Purple Fig was launched in 2016. Top notes are lemon, cassis and angelica; middle notes are cyclamen, galbanum and fig; base notes are virginian cedar and cypress."|https://www.metropoliten.rs/v2/wp-content/uploads/2021/08/Vilhelm-Parfumerie-Purple-Fig-EdP-100-ml-300x300.jpg
Amouage|Purpose|['woody', 'warm spicy', 'fresh spicy', 'aromatic', 'amber', 'oud', 'leather', 'earthy', 'citrus']|{'Top Notes': ['Olibanum', 'Black and Pink Pepper', 'Pimento', 'Bergamot'], 'Middle Notes': ['Vetiver', 'Papyrus', 'Sandalwood', 'Rose'], 'Base Notes': ['Akigalawood', 'Saffron', 'Suede', 'Mystikal']}|for women and men|4.09|2.84|{'rating': 3.78, 'votes': 775}|Winter: 91.411%, Spring: 71.1656%, Summer: 43.2515%, Fall: 100%|Day: 69.3252%, Night: 83.1288%|['Quentin Bisch']|"Purpose by Amouage is a Oriental Woody fragrance for women and men. This is a new fragrance. Purpose was launched in 2023. The nose behind this fragrance is Quentin Bisch. Top notes are Olibanum, Black and Pink Pepper, Pimento and Bergamot; middle notes are Vetiver, Papyrus, Sandalwood and Rose; base notes are Akigalawood, Saffron, Suede and Mystikal. SHAMANIC AWAKENING A brisk Bergamot washes over you like a draft of glacial air. You feel the cold grip of Pink Pepper, the slight tingle of Pimento Berry in your fingers and a Frankincense encapsulating your past and your future. A deep breath fills your lungs with the fierce and smoky scent of Sand Vetiver and of an animalic Rose whose weathered tobacco accents tame the tension between an earthy Papyrus and a silken touch of Sandalwood. Yet this is roads’ end, where the sun is always high, and rays of aldehydic Mystikal suddenly spear through Saffron and Suede, your leathery cloak of doubts, to kindle a mist of Akigalawood, shimmering like a swarm of fireflies. A vertical totem of mineral woods and stellar sparks of spice, Purpose is a shamanic awakening, the scent of feeling at peace, of finding your roots, of feeling complete."|https://www.metropoliten.rs/v2/wp-content/uploads/2024/10/25308_1-300x300.jpg
Matiere Premiere|Radical Rose|['rose', 'warm spicy', 'patchouli', 'woody', 'amber', 'earthy', 'floral', 'balsamic', 'fresh spicy', 'metallic']|{'Top Notes': [], 'Middle Notes': [], 'Base Notes': []}|for women and men|3.87|2.76|{'rating': 4.17, 'votes': 912}|Winter: 96.8668%, Spring: 81.2011%, Summer: 38.1201%, Fall: 100%|Day: 74.9347%, Night: 88.2507%|['Aurélien Guichard']|Radical Rose by Matiere Premiere is a Oriental Floral fragrance for women and men. Radical Rose was launched in 2020. The nose behind this fragrance is Aurélien Guichard. |https://www.metropoliten.rs/v2/wp-content/uploads/2021/03/Radical-Rose-100ML-1-300x300.jpg
Matiere Premiere|Radical Rose Extrait de Parfum|['rose', 'warm spicy', 'patchouli', 'woody', 'earthy', 'floral', 'balsamic', 'herbal']|{'Top Notes': [], 'Middle Notes': [], 'Base Notes': []}|for women and men|4.48|3.26|{'rating': 4.15, 'votes': 33}|Winter: 100%, Spring: 73.6842%, Summer: 57.8947%, Fall: 100%|Day: 78.9474%, Night: 84.2105%|['Aurélien Guichard']|Radical Rose Extrait by Matiere Premiere is a Oriental Floral fragrance for women and men. This is a new fragrance. Radical Rose Extrait was launched in 2024. The nose behind this fragrance is Aurélien Guichard. Radical Rose Extrait is transformed by Immortelle Absolute from Croatia, a guest ingredient known for its pronounced character that blends salt and flower. This addition deepens the rose note, adding a darker, more mineral aspect to the fragrance, making it robust and unique.|https://www.metropoliten.rs/v2/wp-content/uploads/2024/08/25146_1-300x300.jpg
D.S. & Durga|Radio Bombay|['woody', 'powdery', 'coconut']|{'Top Notes': ['Woody Notes', 'Cedar'], 'Middle Notes': ['Sandalwood', 'Iris', 'Peach', 'Boronia'], 'Base Notes': ['Sandalwood', 'Coconut', 'Ambrette (Musk Mallow)Ambergris', 'Balsam Fir', 'Musk']}|for women and men|2.93|1.98|{'rating': 3.94, 'votes': 761}|Winter: 42.7928%, Spring: 76.1261%, Summer: 74.7748%, Fall: 96.3964%|Day: 100%, Night: 44.5946%|['David Seth Moltz']|"Radio Bombay by DS&Durga is a Oriental Woody fragrance for women and men. Radio Bombay was launched in 2016. The nose behind this fragrance is David Seth Moltz. Top notes are Woody Notes and Cedar; middle notes are Sandalwood, Iris, Peach and Boronia; base notes are Sandalwood, Coconut, Ambrette (Musk Mallow), Ambergris, Balsam Fir and Musk. Transistor radio hewn of sandalwood radiates ragas in the Bandra heat.  Hot copper tubes warm the soft wood releasing blooms of musk, cream, peach, ambrette, coco, cedar distillates. Radio Bombay by D.S. & Durga is a Oriental Woody fragrance for women and men. This is a new fragrance. Radio Bombay was launched in 2016. The nose behind this fragrance is David Seth Moltz. Top notes are woody notes and cedar; middle notes are sandalwood, iris, boronia and peach; base notes are ambrette (musk mallow), sandalwood, ambergris, balsam fir, musk and coconut."|https://www.metropoliten.rs/v2/wp-content/uploads/2017/12/DSDURGA-Radio-Bombay-50-ml-300x300.jpg
Perfumer H|Rain Cloud|['musky', 'white floral', 'yellow floral', 'sweet', 'powdery', 'woody', 'citrus', 'vanilla', 'amber', 'animalic']|{'Top Notes': ['Orange Blossom', 'Angelica'], 'Middle Notes': ['Ylang-Ylang'], 'Base Notes': ['Musk', 'Bourbon Vanilla', 'Vetiver']}|for women and men|3.50|2.36|{'rating': 4.25, 'votes': 48}|Winter: 18.75%, Spring: 100%, Summer: 68.75%, Fall: 93.75%|Day: 93.75%, Night: 62.5%|['Lyn Harris']|Rain Cloud by Perfumer H is a Aromatic Aquatic fragrance for women and men. Rain Cloud was launched in 2016. The nose behind this fragrance is Lyn Harris. Top notes are Orange Blossom and Angelica; middle note is Ylang-Ylang; base notes are Musk, Bourbon Vanilla and Vetiver. |https://www.metropoliten.rs/v2/wp-content/uploads/2023/02/23211-300x300.jpg
Roja Parfums|Reckless|['woody', 'warm spicy', 'powdery', 'white floral', 'aromatic', 'fresh', 'citrus', 'leather', 'yellow floral', 'sweet']|{'Top Notes': ['Aldehydes', 'Citruses', 'Bergamot', 'Tarragon'], 'Middle Notes': ['Jasmine', 'Ylang-Ylang', 'Peach', 'Rose', 'Geranium', 'Violet', 'Amaryllis'], 'Base Notes': ['oak moss', 'Cinnamon', 'Castoreum', 'Leather', 'Clove', 'Sandalwood', 'Musk', 'Orris Root', 'Tonka Bean', 'Vetiver']}|for women and men|3.27|2.56|{'rating': 4.18, 'votes': 381}|Winter: 41.4894%, Spring: 85.1064%, Summer: 48.9362%, Fall: 81.9149%|Day: 100%, Night: 44.6809%|['Roja Dove']|Reckless by Roja Dove is a Oriental Floral fragrance for women. Reckless was launched in 2011. The nose behind this fragrance is Roja Dove. Top notes are Aldehydes, Citruses, Bergamot and Tarragon; middle notes are Jasmine, Ylang-Ylang, Peach, Rose, Geranium, Violet and Amaryllis; base notes are oak moss, Cinnamon, Castoreum, Leather, Clove, Sandalwood, Musk, Orris Root, Tonka Bean and Vetiver. |https://www.metropoliten.rs/v2/wp-content/uploads/2021/06/Roja-Parfums-Reckless-Essence-de-Parfum-Pour-Femme-300x300.jpg
Amouage|Reflection Man|['woody', 'white floral', 'aromatic', 'powdery', 'fresh spicy', 'iris', 'citrus', 'earthy', 'floral', 'warm spicy']|{'Top Notes': ['Rosemary', 'Pink Pepper', 'Petitgrain'], 'Middle Notes': ['Jasmine', 'Neroli', 'Orris Root', 'Ylang-Ylang'], 'Base Notes': ['Sandalwood', 'Cedar', 'Vetiver', 'Patchouli']}|for women and men|3.75|2.55|{'rating': 4.38, 'votes': 7386}|Winter: 41.9055%, Spring: 100%, Summer: 81.4633%, Fall: 80.0437%|Day: 94.0213%, Night: 60.0055%|['Lucas Sieuzac']|Reflection Man by Amouage is a Woody Floral Musk fragrance for men. Reflection Man was launched in 2006. The nose behind this fragrance is Lucas Sieuzac. Top notes are Rosemary, Pink Pepper and Petitgrain; middle notes are Jasmine, Neroli, Orris Root and Ylang-Ylang; base notes are Sandalwood, Cedar, Vetiver and Patchouli. |https://www.metropoliten.rs/v2/wp-content/uploads/2024/10/25300_1-300x300.jpg
Amouage|Reflection Woman|['floral', 'green', 'powdery', 'white floral', 'violet', 'woody']|{'Top Notes': ['Green Leaves', 'Freesia', 'Water Violet'], 'Middle Notes': ['Magnolia', 'Jasmine'], 'Base Notes': ['Cedar', 'Sandalwood', 'Amber']}|for women and men|3.33|2.41|{'rating': 3.72, 'votes': 2792}|Winter: 11.9438%, Spring: 98.0094%, Summer: 88.0562%, Fall: 20.8431%|Day: 100%, Night: 14.1686%|['Maurice Roucel']|Reflection Woman by Amouage is a Floral fragrance for women. Reflection Woman was launched in 2006. The nose behind this fragrance is Maurice Roucel. Top notes are Green Leaves, Freesia and Water Violet; middle notes are Magnolia and Jasmine; base notes are Cedar, Sandalwood and Amber. This delicate floral fragrance starts with fresh notes of water violet and purple freesia with a hint of green tropical leaves. The royal couple: splendid magnolia and the king of seduction jasmine blossom in the very heart of the fragrance. The base is oriental, warm and noble, consists of cedar, sandal and amber. The perfume was created by Maurice Roucel in 2006.|https://www.metropoliten.rs/v2/wp-content/uploads/2024/10/25299_1-300x300.jpg
Initio Parfums|Rehab Extrait de Parfum|['woody', 'lavender', 'aromatic', 'powdery', 'musky', 'fresh spicy', 'citrus', 'warm spicy']|{'Top Notes': ['Lavender', 'Bergamot'], 'Middle Notes': ['Cedar', 'Vetiver', 'Patchouli'], 'Base Notes': ['Sandalwood', 'Musk', 'Guaiac Wood']}|for women and men|3.57|2.40|{'rating': 4.26, 'votes': 3400}|Winter: 87.2766%, Spring: 79.6998%, Summer: 38.6705%, Fall: 100%|Day: 86.3474%, Night: 75.1966%|['None']|Rehab by Initio Parfums Prives is a Woody Aromatic fragrance for women and men. Rehab was launched in 2018. Top notes are Lavender and Bergamot; middle notes are Cedar, Vetiver and Patchouli; base notes are Sandalwood, Musk and Guaiac Wood. |https://www.metropoliten.rs/v2/wp-content/uploads/2023/05/23492-300x300.jpg
